pattern,transformation,instances,consistency,confidence
C-ADD::ADV-ADD→ABSENT::None::None::None::None::None::None::None::None::None::None,ABSENT,10,1.0,1.0
DEP-REL-CHG::root→acl::None::None::None,acl,10,1.0,1.0
DEP-REL-CHG::ccomp→mark::None::None::None,mark,10,1.0,1.0
DEP-REL-CHG::nmod:poss→aux:pass::None::None::None,aux:pass,10,1.0,1.0
DEP-REL-CHG::xcomp→punct::None::None::None,punct,10,1.0,1.0
LENGTH-CHG::14→22::None::None::None,22,10,1.0,1.0
FEAT-CHG::Number=Sing→Number=Plur::None::None::None::None,Number=Plur,10,1.0,1.0
FEAT-CHG::Number=Sing→Number=Plur::None::None::None::None::None::None::None::None::None::None,Number=Plur,10,1.0,1.0
DEP-REL-CHG::appos→cc::None::None::None,cc,10,1.0,1.0
TED-RTED::34→34::None::None::None,34,10,1.0,1.0
DEP-REL-CHG::obj→acl:relcl::None::None::None,acl:relcl,10,1.0,1.0
DEP-REL-CHG::acl→obl::None::None::None,obl,10,1.0,1.0
DEP-REL-CHG::nummod→obl::None::None::None::None,obl,10,1.0,1.0
DEP-REL-CHG::nummod→obl::None::None::None::None::None::None::None::None::None::None,obl,10,1.0,1.0
DEP-REL-CHG::appos→ccomp::None::None::None,ccomp,10,1.0,1.0
DEP-REL-CHG::advcl→case::None::None::None,case,10,1.0,1.0
LENGTH-CHG::14→19::None::None::None::None,19,10,1.0,1.0
LENGTH-CHG::14→19::None::None::None::None::None::None::None::None::None::None,19,10,1.0,1.0
DEP-REL-CHG::amod→xcomp::None::None::None,xcomp,10,1.0,1.0
DEP-REL-CHG::acl:relcl→aux::None::None::None,aux,10,1.0,1.0
LENGTH-CHG::17→16::None::None::None,16,10,1.0,1.0
DEP-REL-CHG::appos→nummod::None::None::None::None,nummod,10,1.0,1.0
DEP-REL-CHG::appos→nummod::None::None::None::None::None::None::None::None::None::None,nummod,10,1.0,1.0
LENGTH-CHG::15→22::None::None::None,22,10,1.0,1.0
DEP-REL-CHG::appos→nsubj::None::None::None,nsubj,10,1.0,1.0
DEP-REL-CHG::obj→obl::None::None::None::None,obl,10,1.0,1.0
DEP-REL-CHG::obj→obl::None::None::None::None::None::None::None::None::None::None,obl,10,1.0,1.0
LENGTH-CHG::5→8::None::None::None,8,10,1.0,1.0
DEP-REL-CHG::nmod→aux:pass::None::None::None,aux:pass,10,1.0,1.0
DEP-REL-CHG::nummod→punct::None::None::None::None,punct,10,1.0,1.0
DEP-REL-CHG::nummod→punct::None::None::None::None::None::None::None::None::None::None,punct,10,1.0,1.0
LENGTH-CHG::7→12::None::None::None,12,10,1.0,1.0
DEP-REL-CHG::acl→det::None::None::None::None,det,9,1.0,1.0
DEP-REL-CHG::acl→det::None::None::None::None::None::None::None::None::None::None,det,9,1.0,1.0
DEP-REL-CHG::det→obj::None::None::None::None,obj,9,1.0,1.0
DEP-REL-CHG::det→obj::None::None::None::None::None::None::None::None::None::None,obj,9,1.0,1.0
DEP-REL-CHG::acl→nsubj::None::None::None::None,nsubj,9,1.0,1.0
DEP-REL-CHG::acl→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,9,1.0,1.0
DEP-REL-CHG::obl:unmarked→nummod::None::None::None::None,nummod,9,1.0,1.0
DEP-REL-CHG::obl:unmarked→nummod::None::None::None::None::None::None::None::None::None::None,nummod,9,1.0,1.0
DEP-REL-CHG::compound→advmod::None::None::None::None,advmod,9,1.0,1.0
DEP-REL-CHG::compound→advmod::None::None::None::None::None::None::None::None::None::None,advmod,9,1.0,1.0
DEP-REL-CHG::nmod→mark::None::None::None::None,mark,9,1.0,1.0
DEP-REL-CHG::nmod→mark::None::None::None::None::None::None::None::None::None::None,mark,9,1.0,1.0
DEP-REL-CHG::ccomp→det::None::None::None::None,det,9,1.0,1.0
DEP-REL-CHG::ccomp→det::None::None::None::None::None::None::None::None::None::None,det,9,1.0,1.0
DEP-REL-CHG::appos→obj::None::None::None::None,obj,9,1.0,1.0
DEP-REL-CHG::appos→obj::None::None::None::None::None::None::None::None::None::None,obj,9,1.0,1.0
DEP-REL-CHG::cop→punct::None::None::None::None,punct,9,1.0,1.0
DEP-REL-CHG::cop→punct::None::None::None::None::None::None::None::None::None::None,punct,9,1.0,1.0
DEP-REL-CHG::flat→obl::None::None::None::None,obl,9,1.0,1.0
DEP-REL-CHG::flat→obl::None::None::None::None::None::None::None::None::None::None,obl,9,1.0,1.0
POS-CHG::ADJ→NOUN::None::None::None::None,NOUN,9,1.0,1.0
POS-CHG::ADJ→NOUN::None::None::None::None::None::None::None::None::None::None,NOUN,9,1.0,1.0
DEP-REL-CHG::mark→obl::None::None::None::None,obl,9,1.0,1.0
DEP-REL-CHG::mark→obl::None::None::None::None::None::None::None::None::None::None,obl,9,1.0,1.0
LENGTH-CHG::11→18::None::None::None::None,18,9,1.0,1.0
LENGTH-CHG::11→18::None::None::None::None::None::None::None::None::None::None,18,9,1.0,1.0
DEP-REL-CHG::det→punct::None::None::None::None,punct,9,1.0,1.0
DEP-REL-CHG::det→punct::None::None::None::None::None::None::None::None::None::None,punct,9,1.0,1.0
DEP-REL-CHG::det→aux::None::None::None::None,aux,9,1.0,1.0
DEP-REL-CHG::det→aux::None::None::None::None::None::None::None::None::None::None,aux,9,1.0,1.0
LENGTH-CHG::16→19::None::None::None::None,19,9,1.0,1.0
LENGTH-CHG::16→19::None::None::None::None::None::None::None::None::None::None,19,9,1.0,1.0
LENGTH-CHG::8→14::None::None::None::None,14,9,1.0,1.0
LENGTH-CHG::8→14::None::None::None::None::None::None::None::None::None::None,14,9,1.0,1.0
DEP-REL-CHG::appos→amod::None::None::None::None,amod,9,1.0,1.0
DEP-REL-CHG::appos→amod::None::None::None::None::None::None::None::None::None::None,amod,9,1.0,1.0
DEP-REL-CHG::appos→det::None::None::None::None,det,9,1.0,1.0
DEP-REL-CHG::appos→det::None::None::None::None::None::None::None::None::None::None,det,9,1.0,1.0
DEP-REL-CHG::cc→mark::None::None::None,mark,8,1.0,1.0
DEP-REL-CHG::nsubj→cc::None::None::None::None,cc,8,1.0,1.0
DEP-REL-CHG::nsubj→cc::None::None::None::None::None::None::None::None::None::None,cc,8,1.0,1.0
DEP-REL-CHG::cc→flat::None::None::None,flat,8,1.0,1.0
DEP-REL-CHG::conj→root::None::None::None,root,8,1.0,1.0
DEP-REL-CHG::nmod→aux::None::None::None::None,aux,8,1.0,1.0
DEP-REL-CHG::nmod→aux::None::None::None::None::None::None::None::None::None::None,aux,8,1.0,1.0
DEP-REL-CHG::cc→obl::None::None::None::None,obl,8,1.0,1.0
DEP-REL-CHG::cc→obl::None::None::None::None::None::None::None::None::None::None,obl,8,1.0,1.0
DEP-REL-CHG::conj→case::None::None::None::None,case,8,1.0,1.0
DEP-REL-CHG::conj→case::None::None::None::None::None::None::None::None::None::None,case,8,1.0,1.0
DEP-REL-CHG::cop→root::None::None::None::None,root,8,1.0,1.0
DEP-REL-CHG::cop→root::None::None::None::None::None::None::None::None::None::None,root,8,1.0,1.0
LENGTH-CHG::13→20::None::None::None::None,20,8,1.0,1.0
LENGTH-CHG::13→20::None::None::None::None::None::None::None::None::None::None,20,8,1.0,1.0
DEP-REL-CHG::flat→nmod::None::None::None::None,nmod,8,1.0,1.0
DEP-REL-CHG::flat→nmod::None::None::None::None::None::None::None::None::None::None,nmod,8,1.0,1.0
DEP-REL-CHG::obl→ccomp::None::None::None::None,ccomp,8,1.0,1.0
DEP-REL-CHG::obl→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,8,1.0,1.0
DEP-REL-CHG::obl→advmod::None::None::None::None,advmod,8,1.0,1.0
DEP-REL-CHG::obl→advmod::None::None::None::None::None::None::None::None::None::None,advmod,8,1.0,1.0
HEAD-CHG::10→11::None::None::None::None,11,8,1.0,1.0
HEAD-CHG::10→11::None::None::None::None::None::None::None::None::None::None,11,8,1.0,1.0
TED-SIMPLE::9→9::None::None::None,9,8,1.0,1.0
DEP-REL-CHG::acl:relcl→amod::None::None::None,amod,8,1.0,1.0
DEP-REL-CHG::nummod→nmod::None::None::None,nmod,8,1.0,1.0
DEP-REL-CHG::obl→flat::None::None::None,flat,8,1.0,1.0
DEP-REL-CHG::nmod→nsubj::None::None::None::None,nsubj,8,1.0,1.0
DEP-REL-CHG::nmod→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,8,1.0,1.0
LENGTH-CHG::10→16::None::None::None::None,16,8,1.0,1.0
LENGTH-CHG::10→16::None::None::None::None::None::None::None::None::None::None,16,8,1.0,1.0
HEAD-CHG::8→9::None::None::None,9,8,1.0,1.0
DEP-REL-CHG::flat→xcomp::None::None::None,xcomp,8,1.0,1.0
POS-CHG::NOUN→ADJ::None::None::None::None,ADJ,8,1.0,1.0
POS-CHG::NOUN→ADJ::None::None::None::None::None::None::None::None::None::None,ADJ,8,1.0,1.0
DEP-REL-CHG::nmod:poss→cop::None::None::None,cop,8,1.0,1.0
HEAD-CHG::10→9::None::None::None,9,8,1.0,1.0
DEP-REL-CHG::det→aux:pass::None::None::None,aux:pass,8,1.0,1.0
DEP-REL-CHG::cc→compound::None::None::None::None,compound,8,1.0,1.0
DEP-REL-CHG::cc→compound::None::None::None::None::None::None::None::None::None::None,compound,8,1.0,1.0
DEP-REL-CHG::conj→obl::None::None::None::None,obl,8,1.0,1.0
DEP-REL-CHG::conj→obl::None::None::None::None::None::None::None::None::None::None,obl,8,1.0,1.0
DEP-REL-CHG::aux→punct::None::None::None,punct,8,1.0,1.0
LENGTH-CHG::15→18::None::None::None::None,18,8,1.0,1.0
LENGTH-CHG::15→18::None::None::None::None::None::None::None::None::None::None,18,8,1.0,1.0
DEP-REL-CHG::acl→nummod::None::None::None,nummod,8,1.0,1.0
DEP-REL-CHG::nmod:poss→obj::None::None::None::None,obj,8,1.0,1.0
DEP-REL-CHG::nmod:poss→obj::None::None::None::None::None::None::None::None::None::None,obj,8,1.0,1.0
DEP-REL-CHG::amod→cc::None::None::None,cc,8,1.0,1.0
DEP-REL-CHG::amod→ccomp::None::None::None,ccomp,8,1.0,1.0
TED-KLEIN::27→27::None::None::None::None,27,8,1.0,1.0
TED-KLEIN::27→27::None::None::None::None::None::None::None::None::None::None,27,8,1.0,1.0
DEP-REL-CHG::aux:pass→det::None::None::None,det,8,1.0,1.0
DEP-REL-CHG::nsubj→conj::None::None::None::None,conj,8,1.0,1.0
DEP-REL-CHG::nsubj→conj::None::None::None::None::None::None::None::None::None::None,conj,8,1.0,1.0
DEP-REL-CHG::advmod→compound::None::None::None::None,compound,8,1.0,1.0
DEP-REL-CHG::advmod→compound::None::None::None::None::None::None::None::None::None::None,compound,8,1.0,1.0
LENGTH-CHG::13→21::None::None::None,21,8,1.0,1.0
LENGTH-CHG::14→20::None::None::None::None,20,8,1.0,1.0
LENGTH-CHG::14→20::None::None::None::None::None::None::None::None::None::None,20,8,1.0,1.0
DEP-REL-CHG::obl→acl::None::None::None,acl,8,1.0,1.0
DEP-REL-CHG::obl:agent→det::None::None::None,det,8,1.0,1.0
DEP-REL-CHG::acl→aux:pass::None::None::None::None,aux:pass,8,1.0,1.0
DEP-REL-CHG::acl→aux:pass::None::None::None::None::None::None::None::None::None::None,aux:pass,8,1.0,1.0
HEAD-CHG::11→12::None::None::None,12,8,1.0,1.0
DEP-REL-CHG::expl→nsubj::None::None::None,nsubj,8,1.0,1.0
DEP-REL-CHG::nsubj→acl:relcl::None::None::None,acl:relcl,8,1.0,1.0
DEP-REL-CHG::aux→flat::None::None::None,flat,8,1.0,1.0
DEP-REL-CHG::nmod:poss→punct::None::None::None::None,punct,8,1.0,1.0
DEP-REL-CHG::nmod:poss→punct::None::None::None::None::None::None::None::None::None::None,punct,8,1.0,1.0
DEP-REL-CHG::flat→nmod:poss::None::None::None,nmod:poss,8,1.0,1.0
DEP-REL-CHG::nummod→acl::None::None::None,acl,8,1.0,1.0
HEAD-CHG::7→8::None::None::None,8,8,1.0,1.0
DEP-REL-CHG::advcl→advmod::None::None::None::None,advmod,8,1.0,1.0
DEP-REL-CHG::advcl→advmod::None::None::None::None::None::None::None::None::None::None,advmod,8,1.0,1.0
FORM-CHG::says→said::None::None::None,said,8,1.0,1.0
DEP-REL-CHG::cop→aux::None::None::None,aux,8,1.0,1.0
DEP-REL-CHG::ccomp→amod::None::None::None,amod,8,1.0,1.0
FEAT-CHG::Number=Plur→Number=Sing::None::None::None,Number=Sing,8,1.0,1.0
FEAT-CHG::Person=None→Person=3::None::None::None::None,Person=3,8,1.0,1.0
FEAT-CHG::Person=None→Person=3::None::None::None::None::None::None::None::None::None::None,Person=3,8,1.0,1.0
FEAT-CHG::Mood=None→Mood=Ind::None::None::None::None,Mood=Ind,8,1.0,1.0
FEAT-CHG::Mood=None→Mood=Ind::None::None::None::None::None::None::None::None::None::None,Mood=Ind,8,1.0,1.0
DEP-REL-CHG::compound→flat::None::None::None,flat,8,1.0,1.0
DEP-REL-CHG::aux:pass→nmod::None::None::None,nmod,8,1.0,1.0
DEP-REL-CHG::root→nummod::None::None::None::None,nummod,8,1.0,1.0
DEP-REL-CHG::root→nummod::None::None::None::None::None::None::None::None::None::None,nummod,8,1.0,1.0
DEP-REL-CHG::nummod→nsubj:pass::None::None::None,nsubj:pass,8,1.0,1.0
DEP-REL-CHG::nmod:poss→obl::None::None::None,obl,8,1.0,1.0
DEP-REL-CHG::nmod:poss→nmod::None::None::None,nmod,8,1.0,1.0
DEP-REL-CHG::obl:unmarked→root::None::None::None,root,8,1.0,1.0
DEP-REL-CHG::mark→advmod::None::None::None,advmod,8,1.0,1.0
DEP-REL-CHG::amod→obl:unmarked::None::None::None,obl:unmarked,8,1.0,1.0
DEP-REL-CHG::nmod→advmod::None::None::None,advmod,8,1.0,1.0
DEP-REL-CHG::mark→xcomp::None::None::None::None,xcomp,8,1.0,1.0
DEP-REL-CHG::mark→xcomp::None::None::None::None::None::None::None::None::None::None,xcomp,8,1.0,1.0
DEP-REL-CHG::aux→compound::None::None::None,compound,8,1.0,1.0
DEP-REL-CHG::nsubj→obj::None::None::None::None,obj,8,1.0,1.0
DEP-REL-CHG::nsubj→obj::None::None::None::None::None::None::None::None::None::None,obj,8,1.0,1.0
FEAT-CHG::Person=3→Person=None::None::None::None::None,Person=None,8,1.0,1.0
FEAT-CHG::Person=3→Person=None::None::None::None::None::None::None::None::None::None::None,Person=None,8,1.0,1.0
FEAT-CHG::Mood=Ind→Mood=None::None::None::None::None,Mood=None,8,1.0,1.0
FEAT-CHG::Mood=Ind→Mood=None::None::None::None::None::None::None::None::None::None::None,Mood=None,8,1.0,1.0
TED-RTED::35→35::None::None::None,35,8,1.0,1.0
CONST-ADD::QP-ADD→ABSENT::None::None::None,ABSENT,8,1.0,1.0
DEP-REL-CHG::obl:unmarked→punct::None::None::None::None,punct,8,1.0,1.0
DEP-REL-CHG::obl:unmarked→punct::None::None::None::None::None::None::None::None::None::None,punct,8,1.0,1.0
HEAD-CHG::8→10::None::None::None,10,8,1.0,1.0
DEP-REL-CHG::advmod→amod::None::None::None::None,amod,8,1.0,1.0
DEP-REL-CHG::advmod→amod::None::None::None::None::None::None::None::None::None::None,amod,8,1.0,1.0
DEP-REL-CHG::aux:pass→nsubj::None::None::None,nsubj,8,1.0,1.0
DEP-REL-CHG::obj→aux:pass::None::None::None,aux:pass,8,1.0,1.0
DEP-REL-CHG::ccomp→compound::None::None::None,compound,8,1.0,1.0
DEP-REL-CHG::nummod→cc::None::None::None,cc,8,1.0,1.0
POS-CHG::VERB→ADJ::None::None::None::None,ADJ,8,1.0,1.0
POS-CHG::VERB→ADJ::None::None::None::None::None::None::None::None::None::None,ADJ,8,1.0,1.0
DEP-REL-CHG::advcl→ccomp::None::None::None,ccomp,8,1.0,1.0
DEP-REL-CHG::obj→iobj::None::None::None,iobj,8,1.0,1.0
TED-KLEIN::29→29::None::None::None,29,8,1.0,1.0
TED-RTED::38→38::None::None::None,38,8,1.0,1.0
DEP-REL-CHG::aux→det::None::None::None,det,8,1.0,1.0
DEP-REL-CHG::advcl→obl::None::None::None::None,obl,8,1.0,1.0
DEP-REL-CHG::advcl→obl::None::None::None::None::None::None::None::None::None::None,obl,8,1.0,1.0
DEP-REL-CHG::nmod→cop::None::None::None,cop,8,1.0,1.0
DEP-REL-CHG::advcl→punct::None::None::None,punct,8,1.0,1.0
DEP-REL-CHG::nmod:poss→mark::None::None::None::None,mark,8,1.0,1.0
DEP-REL-CHG::nmod:poss→mark::None::None::None::None::None::None::None::None::None::None,mark,8,1.0,1.0
LENGTH-CHG::16→21::None::None::None,21,8,1.0,1.0
DEP-REL-CHG::det→nmod::None::None::None,nmod,8,1.0,1.0
DEP-REL-CHG::conj→compound::None::None::None,compound,8,1.0,1.0
DEP-REL-CHG::parataxis→obj::None::None::None::None,obj,8,1.0,1.0
DEP-REL-CHG::parataxis→obj::None::None::None::None::None::None::None::None::None::None,obj,8,1.0,1.0
TOKEN-REORDER::FRONT→FRONT::None::None::None::None,FRONT,8,1.0,1.0
TOKEN-REORDER::FRONT→FRONT::None::None::None::None::None::None::None::None::None::None,FRONT,8,1.0,1.0
DEP-REL-CHG::punct→flat::None::None::None,flat,8,1.0,1.0
LENGTH-CHG::7→8::None::None::None,8,8,1.0,1.0
DEP-REL-CHG::appos→obl::None::None::None::None,obl,8,1.0,1.0
DEP-REL-CHG::appos→obl::None::None::None::None::None::None::None::None::None::None,obl,8,1.0,1.0
DEP-REL-CHG::flat→cc::None::None::None,cc,8,1.0,1.0
DEP-REL-CHG::fixed→case::None::None::None,case,8,1.0,1.0
DEP-REL-CHG::aux→amod::None::None::None,amod,8,1.0,1.0
DEP-REL-CHG::appos→nmod::None::None::None::None,nmod,8,1.0,1.0
DEP-REL-CHG::appos→nmod::None::None::None::None::None::None::None::None::None::None,nmod,8,1.0,1.0
DEP-REL-CHG::acl→advmod::None::None::None,advmod,8,1.0,1.0
DEP-REL-CHG::det→ccomp::None::None::None,ccomp,8,1.0,1.0
DEP-REL-CHG::fixed→advmod::None::None::None,advmod,8,1.0,1.0
DEP-REL-CHG::det→compound::None::None::None::None,compound,8,1.0,1.0
DEP-REL-CHG::det→compound::None::None::None::None::None::None::None::None::None::None,compound,8,1.0,1.0
LENGTH-CHG::15→17::None::None::None,17,8,1.0,1.0
DEP-REL-CHG::flat→mark::None::None::None,mark,8,1.0,1.0
TED-SIMPLE::8→8::None::None::None,8,8,1.0,1.0
DEP-REL-CHG::obj→compound:prt::None::None::None,compound:prt,8,1.0,1.0
DEP-REL-CHG::acl→punct::None::None::None::None,punct,8,1.0,1.0
DEP-REL-CHG::acl→punct::None::None::None::None::None::None::None::None::None::None,punct,8,1.0,1.0
TED-KLEIN::32→32::None::None::None,32,8,1.0,1.0
FEAT-CHG::Tense=None→Tense=Pres::None::None::None,Tense=Pres,8,1.0,1.0
FEAT-CHG::Number=None→Number=Sing::None::None::None,Number=Sing,8,1.0,1.0
DEP-REL-CHG::obl:unmarked→case::None::None::None,case,8,1.0,1.0
DEP-REL-CHG::parataxis→cop::None::None::None,cop,8,1.0,1.0
TOKEN-REORDER::POST→POST::None::None::None,POST,8,1.0,1.0
DEP-REL-CHG::parataxis→advmod::None::None::None,advmod,8,1.0,1.0
HEAD-CHG::3→2::None::None::None,2,8,1.0,1.0
LENGTH-CHG::7→11::None::None::None,11,8,1.0,1.0
TED-KLEIN::30→30::None::None::None,30,8,1.0,1.0
LENGTH-CHG::9→14::None::None::None::None,14,7,1.0,1.0
LENGTH-CHG::9→14::None::None::None::None::None::None::None::None::None::None,14,7,1.0,1.0
DEP-REL-CHG::nsubj→nummod::None::None::None::None,nummod,7,1.0,1.0
DEP-REL-CHG::nsubj→nummod::None::None::None::None::None::None::None::None::None::None,nummod,7,1.0,1.0
DEP-REL-CHG::root→advmod::None::None::None::None,advmod,7,1.0,1.0
DEP-REL-CHG::root→advmod::None::None::None::None::None::None::None::None::None::None,advmod,7,1.0,1.0
DEP-REL-CHG::parataxis→ccomp::None::None::None::None,ccomp,7,1.0,1.0
DEP-REL-CHG::parataxis→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,7,1.0,1.0
DEP-REL-CHG::cc→root::None::None::None::None,root,7,1.0,1.0
DEP-REL-CHG::cc→root::None::None::None::None::None::None::None::None::None::None,root,7,1.0,1.0
DEP-REL-CHG::obj→flat::None::None::None::None,flat,7,1.0,1.0
DEP-REL-CHG::obj→flat::None::None::None::None::None::None::None::None::None::None,flat,7,1.0,1.0
LENGTH-CHG::16→20::None::None::None::None,20,7,1.0,1.0
LENGTH-CHG::16→20::None::None::None::None::None::None::None::None::None::None,20,7,1.0,1.0
TED-KLEIN::28→28::None::None::None::None,28,7,1.0,1.0
TED-KLEIN::28→28::None::None::None::None::None::None::None::None::None::None,28,7,1.0,1.0
DEP-REL-CHG::mark→flat::None::None::None::None,flat,7,1.0,1.0
DEP-REL-CHG::mark→flat::None::None::None::None::None::None::None::None::None::None,flat,7,1.0,1.0
DEP-REL-CHG::mark→cc::None::None::None::None,cc,7,1.0,1.0
DEP-REL-CHG::mark→cc::None::None::None::None::None::None::None::None::None::None,cc,7,1.0,1.0
DEP-REL-CHG::amod→aux:pass::None::None::None::None,aux:pass,7,1.0,1.0
DEP-REL-CHG::amod→aux:pass::None::None::None::None::None::None::None::None::None::None,aux:pass,7,1.0,1.0
DEP-REL-CHG::nummod→aux:pass::None::None::None::None,aux:pass,7,1.0,1.0
DEP-REL-CHG::nummod→aux:pass::None::None::None::None::None::None::None::None::None::None,aux:pass,7,1.0,1.0
DEP-REL-CHG::obj→nmod::None::None::None::None,nmod,7,1.0,1.0
DEP-REL-CHG::obj→nmod::None::None::None::None::None::None::None::None::None::None,nmod,7,1.0,1.0
DEP-REL-CHG::nmod:poss→ccomp::None::None::None::None,ccomp,7,1.0,1.0
DEP-REL-CHG::nmod:poss→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,7,1.0,1.0
TED-RTED::33→33::None::None::None::None,33,7,1.0,1.0
TED-RTED::33→33::None::None::None::None::None::None::None::None::None::None,33,7,1.0,1.0
DEP-REL-CHG::xcomp→amod::None::None::None::None,amod,7,1.0,1.0
DEP-REL-CHG::xcomp→amod::None::None::None::None::None::None::None::None::None::None,amod,7,1.0,1.0
LENGTH-CHG::12→19::None::None::None::None,19,7,1.0,1.0
LENGTH-CHG::12→19::None::None::None::None::None::None::None::None::None::None,19,7,1.0,1.0
DEP-REL-CHG::nummod→mark::None::None::None::None,mark,7,1.0,1.0
DEP-REL-CHG::nummod→mark::None::None::None::None::None::None::None::None::None::None,mark,7,1.0,1.0
DEP-REL-CHG::punct→aux:pass::None::None::None::None,aux:pass,7,1.0,1.0
DEP-REL-CHG::punct→aux:pass::None::None::None::None::None::None::None::None::None::None,aux:pass,7,1.0,1.0
DEP-REL-CHG::conj→amod::None::None::None::None,amod,7,1.0,1.0
DEP-REL-CHG::conj→amod::None::None::None::None::None::None::None::None::None::None,amod,7,1.0,1.0
DEP-REL-CHG::parataxis→aux::None::None::None::None,aux,7,1.0,1.0
DEP-REL-CHG::parataxis→aux::None::None::None::None::None::None::None::None::None::None,aux,7,1.0,1.0
DEP-REL-CHG::conj→punct::None::None::None::None,punct,7,1.0,1.0
DEP-REL-CHG::conj→punct::None::None::None::None::None::None::None::None::None::None,punct,7,1.0,1.0
DEP-REL-CHG::obj→cop::None::None::None::None,cop,7,1.0,1.0
DEP-REL-CHG::obj→cop::None::None::None::None::None::None::None::None::None::None,cop,7,1.0,1.0
DEP-REL-CHG::obj→acl::None::None::None::None,acl,7,1.0,1.0
DEP-REL-CHG::obj→acl::None::None::None::None::None::None::None::None::None::None,acl,7,1.0,1.0
DEP-REL-CHG::acl→case::None::None::None::None,case,7,1.0,1.0
DEP-REL-CHG::acl→case::None::None::None::None::None::None::None::None::None::None,case,7,1.0,1.0
DEP-REL-CHG::cc→amod::None::None::None::None,amod,7,1.0,1.0
DEP-REL-CHG::cc→amod::None::None::None::None::None::None::None::None::None::None,amod,7,1.0,1.0
DEP-REL-CHG::xcomp→compound::None::None::None::None,compound,7,1.0,1.0
DEP-REL-CHG::xcomp→compound::None::None::None::None::None::None::None::None::None::None,compound,7,1.0,1.0
DEP-REL-CHG::acl→obj::None::None::None::None,obj,7,1.0,1.0
DEP-REL-CHG::acl→obj::None::None::None::None::None::None::None::None::None::None,obj,7,1.0,1.0
DEP-REL-CHG::aux→root::None::None::None::None,root,7,1.0,1.0
DEP-REL-CHG::aux→root::None::None::None::None::None::None::None::None::None::None,root,7,1.0,1.0
LENGTH-CHG::15→20::None::None::None::None,20,7,1.0,1.0
LENGTH-CHG::15→20::None::None::None::None::None::None::None::None::None::None,20,7,1.0,1.0
DEP-REL-CHG::compound→conj::None::None::None::None,conj,7,1.0,1.0
DEP-REL-CHG::compound→conj::None::None::None::None::None::None::None::None::None::None,conj,7,1.0,1.0
TED-RTED::36→36::None::None::None::None,36,7,1.0,1.0
TED-RTED::36→36::None::None::None::None::None::None::None::None::None::None,36,7,1.0,1.0
DEP-REL-CHG::nummod→advcl::None::None::None::None,advcl,7,1.0,1.0
DEP-REL-CHG::nummod→advcl::None::None::None::None::None::None::None::None::None::None,advcl,7,1.0,1.0
DEP-REL-CHG::parataxis→nummod::None::None::None::None,nummod,7,1.0,1.0
DEP-REL-CHG::parataxis→nummod::None::None::None::None::None::None::None::None::None::None,nummod,7,1.0,1.0
TED-RTED::31→31::None::None::None::None,31,7,1.0,1.0
TED-RTED::31→31::None::None::None::None::None::None::None::None::None::None,31,7,1.0,1.0
VERB-FORM-CHG::Fin→Part::None::None::None::None,Part,7,1.0,1.0
VERB-FORM-CHG::Fin→Part::None::None::None::None::None::None::None::None::None::None,Part,7,1.0,1.0
DEP-REL-CHG::acl→amod::None::None::None::None,amod,7,1.0,1.0
DEP-REL-CHG::acl→amod::None::None::None::None::None::None::None::None::None::None,amod,7,1.0,1.0
DEP-REL-CHG::mark→ccomp::None::None::None::None,ccomp,7,1.0,1.0
DEP-REL-CHG::mark→ccomp::None::None::None::None::None::None::None::None::None::None,ccomp,7,1.0,1.0
DEP-REL-CHG::det→advcl::None::None::None::None,advcl,7,1.0,1.0
DEP-REL-CHG::det→advcl::None::None::None::None::None::None::None::None::None::None,advcl,7,1.0,1.0
DEP-REL-CHG::xcomp→aux::None::None::None::None,aux,7,1.0,1.0
DEP-REL-CHG::xcomp→aux::None::None::None::None::None::None::None::None::None::None,aux,7,1.0,1.0
DEP-REL-CHG::acl:relcl→nsubj::None::None::None::None,nsubj,7,1.0,1.0
DEP-REL-CHG::acl:relcl→nsubj::None::None::None::None::None::None::None::None::None::None,nsubj,7,1.0,1.0
DEP-REL-CHG::amod→nmod::None::None::None::None,nmod,7,1.0,1.0
DEP-REL-CHG::amod→nmod::None::None::None::None::None::None::None::None::None::None,nmod,7,1.0,1.0
DEP-REL-CHG::mark→nmod::None::None::None::None,nmod,7,1.0,1.0
DEP-REL-CHG::mark→nmod::None::None::None::None::None::None::None::None::None::None,nmod,7,1.0,1.0
DEP-REL-CHG::advmod→aux:pass::None::None::None::None,aux:pass,7,1.0,1.0
DEP-REL-CHG::advmod→aux:pass::None::None::None::None::None::None::None::None::None::None,aux:pass,7,1.0,1.0
DEP-REL-CHG::punct→nsubj:pass::None::None::None::None,nsubj:pass,7,1.0,1.0
DEP-REL-CHG::punct→nsubj:pass::None::None::None::None::None::None::None::None::None::None,nsubj:pass,7,1.0,1.0
DEP-REL-CHG::compound:prt→aux::None::None::None::None,aux,7,1.0,1.0
DEP-REL-CHG::compound:prt→aux::None::None::None::None::None::None::None::None::None::None,aux,7,1.0,1.0
DEP-REL-CHG::punct→advmod::None::None::None::None,advmod,7,1.0,1.0
