newspaper,sentence_id,parse_type,feature_id,feature_name,mnemonic,canonical_value,headline_value,canonical_context,headline_context,added_punctuation,position,context,before,after,deleted_punctuation
The-Hindu,4,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Inf,Elections in 27 districts will be held on December 27 and 30.,"Elections in 27 districts to be held on December 27, 30",,,,,,
The-Hindu,4,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Part,Elections in 27 districts will be held on December 27 and 30.,"Elections in 27 districts to be held on December 27, 30",,,,,,
The-Hindu,4,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,Elections in 27 districts will be held on December 27 and 30.,"Elections in 27 districts to be held on December 27, 30",,,,,,
The-Hindu,4,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,12,12,Elections in 27 districts will be held on December 27 and 30.,"Elections in 27 districts to be held on December 27, 30",,,,,,
The-Hindu,4,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,19,19,Elections in 27 districts will be held on December 27 and 30.,"Elections in 27 districts to be held on December 27, 30",,,,,,
The-Hindu,4,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,8,8,Elections in 27 districts will be held on December 27 and 30.,"Elections in 27 districts to be held on December 27, 30",,,,,,
The-Hindu,4,both,PUNCT-ADD,Punctuation Addition,PUNCT-ADD,,comma,Elections in 27 districts will be held on December 27 and 30," held on December 27**,** 30",comma,51.0," held on December 27**,** 30",held on December 27,30,
The-Hindu,4,both,PUNCT-SUBST,Punctuation Substitution,PUNCT-SUBST,and,",",Elections in 27 districts will be held on December 27 and 30.,"Elections in 27 districts to be held on December 27, 30",,,,,,
The-Hindu,4,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,Elections in 27 districts will be held on December 27 and 30.,"Elections in 27 districts to be held on December 27, 30",,,,,,
The-Hindu,4,both,H-TYPE,Headline Type,H-TYPE,,fragment,Elections in 27 districts will be held on December 27 and 30.,"Elections in 27 districts to be held on December 27, 30",,,,,,
The-Hindu,4,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,8,9,Elections in 27 districts will be held on December 27 and 30.,"Elections in 27 districts to be held on December 27, 30",,,,,,
The-Hindu,4,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,24,25,Elections in 27 districts will be held on December 27 and 30.,"Elections in 27 districts to be held on December 27, 30",,,,,,
The-Hindu,4,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.42,1.91,Elections in 27 districts will be held on December 27 and 30.,"Elections in 27 districts to be held on December 27, 30",,,,,,
The-Hindu,4,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.09,1.85,Elections in 27 districts will be held on December 27 and 30.,"Elections in 27 districts to be held on December 27, 30",,,,,,
The-Hindu,5,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,FW-DEL,Function Word Deletion,FW-DEL,PRON-PERS-DEL,ABSENT,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,C-DEL,Content Word Deletion,C-DEL,NOUN-DEL,ABSENT,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,C-DEL,Content Word Deletion,C-DEL,NOUN-DEL,ABSENT,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,C-DEL,Content Word Deletion,C-DEL,VERB-DEL,ABSENT,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,C-DEL,Content Word Deletion,C-DEL,NOUN-DEL,ABSENT,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,C-ADD,Content Word Addition,C-ADD,ABSENT,NOUN-ADD,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,C-ADD,Content Word Addition,C-ADD,ABSENT,NOUN-ADD,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj,ccomp,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,cc,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,conj,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,expl,case,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,ccomp,nmod,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,punct,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj,root,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,cc,nsubj,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,conj,punct,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,14,10,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,constituency,CONST-REM,Constituent Removal,CONST-REM,SBAR-REM,ABSENT,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Part,Fin,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,25,25,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,15,15,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,27,27,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,both,PUNCT-ADD,Punctuation Addition,PUNCT-ADD,,period,The Congress has said there is no law and order in Uttar Pra,"o law and order in U**.**P., says Cong.",period,21.0,"o law and order in U**.**P., says Cong.",o law and order in U,"P., says Cong.",
The-Hindu,5,both,PUNCT-ADD,Punctuation Addition,PUNCT-ADD,,comma,The Congress has said there is no law and order in Uttar Pra,"aw and order in U.P.**,** says Cong.",comma,24.0,"aw and order in U.P.**,** says Cong.",aw and order in U.P.,says Cong.,
The-Hindu,5,both,H-STRUCT,Headline Structure,H-STRUCT,,micro-discourse,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,both,H-TYPE,Headline Type,H-TYPE,,non-fragment,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,10,6,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,26,18,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.38,2.56,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,5,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,2.08,2.12,The Congress has said there is no law and order in Uttar Pradesh.,"No law and order in U.P., says Cong.",,,,,,
The-Hindu,6,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,dependency,POS-CHG,Part of Speech Change,POS-CHG,ADJ,VERB,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,cop,root,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,mark,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,mark,xcomp,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,xcomp,compound,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,obj,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,dependency,HEAD-CHG,Dependency Head Change,HEAD-CHG,3,2,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,8,6,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,constituency,CONST-REM,Constituent Removal,CONST-REM,ADJP-REM,ABSENT,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,constituency,CONST-MOV,Constituent Movement,CONST-MOV,CONST-FRONT,CONST-FRONT,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Fin,Inf,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,constituency,CLAUSE-TYPE-CHG,Clause Type Change,CLAUSE-TYPE-CHG,Inf,Fin,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,constituency,TED-SIMPLE,Tree Edit Distance (Simple String-based Distance),TED-SIMP,10,10,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,constituency,TED-ZHANG-SHASHA,Tree Edit Distance (Zhang-Shasha Dynamic Programming),TED-ZSHA,8,8,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,constituency,TED-KLEIN,Tree Edit Distance (Klein Memoized Tree Edit Distance),TED-KLEN,10,10,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,constituency,TED-RTED,Tree Edit Distance (Robust Tree Edit Distance (RTED)),TED-RTED,8,8,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,both,H-STRUCT,Headline Structure,H-STRUCT,,single-line,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,both,H-TYPE,Headline Type,H-TYPE,,non-fragment,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,constituency,TREE-DEPTH-DIFF,Tree Depth Difference,TREE-DEPTH-DIFF,9,8,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,constituency,CONST-COUNT-DIFF,Constituent Count Difference,CONST-COUNT-DIFF,17,14,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,dependency,DEP-DIST-DIFF,Dependency Distance Difference,DEP-DIST-DIFF,2.00,1.40,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,6,constituency,BRANCH-DIFF,Branching Factor Difference,BRANCH-DIFF,1.78,1.62,APSRTC is set to hike bus fares.,APSRTC set to hike bus fare,,,,,,
The-Hindu,7,dependency,FW-DEL,Function Word Deletion,FW-DEL,ART-DEL,ABSENT,Rahul Gandhi has described the BPCL sale as an outright theft.,BPCL sale an outright theft: Rahul Gandhi,,,,,,
The-Hindu,7,dependency,FW-DEL,Function Word Deletion,FW-DEL,ADP-DEL,ABSENT,Rahul Gandhi has described the BPCL sale as an outright theft.,BPCL sale an outright theft: Rahul Gandhi,,,,,,
The-Hindu,7,dependency,FW-DEL,Function Word Deletion,FW-DEL,AUX-DEL,ABSENT,Rahul Gandhi has described the BPCL sale as an outright theft.,BPCL sale an outright theft: Rahul Gandhi,,,,,,
The-Hindu,7,dependency,C-DEL,Content Word Deletion,C-DEL,VERB-DEL,ABSENT,Rahul Gandhi has described the BPCL sale as an outright theft.,BPCL sale an outright theft: Rahul Gandhi,,,,,,
The-Hindu,7,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,nsubj,compound,Rahul Gandhi has described the BPCL sale as an outright theft.,BPCL sale an outright theft: Rahul Gandhi,,,,,,
The-Hindu,7,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,flat,root,Rahul Gandhi has described the BPCL sale as an outright theft.,BPCL sale an outright theft: Rahul Gandhi,,,,,,
The-Hindu,7,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,aux,det,Rahul Gandhi has described the BPCL sale as an outright theft.,BPCL sale an outright theft: Rahul Gandhi,,,,,,
The-Hindu,7,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,root,amod,Rahul Gandhi has described the BPCL sale as an outright theft.,BPCL sale an outright theft: Rahul Gandhi,,,,,,
The-Hindu,7,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,det,appos,Rahul Gandhi has described the BPCL sale as an outright theft.,BPCL sale an outright theft: Rahul Gandhi,,,,,,
The-Hindu,7,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,compound,punct,Rahul Gandhi has described the BPCL sale as an outright theft.,BPCL sale an outright theft: Rahul Gandhi,,,,,,
The-Hindu,7,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,obj,appos,Rahul Gandhi has described the BPCL sale as an outright theft.,BPCL sale an outright theft: Rahul Gandhi,,,,,,
The-Hindu,7,dependency,DEP-REL-CHG,Dependency Relation Change,DEP-REL-CHG,case,flat,Rahul Gandhi has described the BPCL sale as an outright theft.,BPCL sale an outright theft: Rahul Gandhi,,,,,,
The-Hindu,7,dependency,LENGTH-CHG,Sentence Length Change,LENGTH-CHG,12,8,Rahul Gandhi has described the BPCL sale as an outright theft.,BPCL sale an outright theft: Rahul Gandhi,,,,,,
The-Hindu,7,constituency,CONST-REM,Constituent Removal,CONST-REM,PP-REM,ABSENT,Rahul Gandhi has described the BPCL sale as an outright theft.,BPCL sale an outright theft: Rahul Gandhi,,,,,,
